current_train_id,original_loc_timestamp,train_file_address,train_service_code,toc_id,dep_timestamp,division_code,loc_stanox,train_id,original_loc_stanox,reinstatement_timestamp
,,IQ4,54606571,00,1522571580000,00,42159,42607J1D01,,1522554900000
,,,24787000,88,1522580820000,88,87625,872H16MI01,,1522579920000
,,,21702001,61,1522587900000,61,17132,171A31MM01,,1522582680000
,,,24620204,84,1522585350000,84,86087,871B27MH01,,1522585380000
,,,24676004,84,1522589700000,84,86935,865B27MN01,,1522586580000
,,,24787000,88,1522595760000,88,87637,872J60MQ01,,1522596540000
,,IVU,52406641,00,1522591560000,00,34111,34699JCO01,,1522597560000
,,IQN,22190008,00,1522600740000,00,01071,01569Z1L01,,1522597680000
,,IWW,55303021,00,1522601280000,00,16502,16490WCT01,,1522598040000
,,,24605004,80,1522602480000,80,89428,892W591U01,,1522602120000
,,,22350000,23,1522599780000,23,29030,292S131S01,,1522603500000
,,IY6,51426930,00,1522609560000,00,22038,22627KCY01,,1522605060000
,,J0N,51300230,00,1522658160000,00,79780,34402XC002,,1522643340000
,,,25445000,71,1522649700000,71,78381,782B00M602,,1522650000000
,,,12362822,23,1522651710000,23,33087,321N531602,,1522652040000
,,,21724000,88,1522653540000,88,54299,542B081A02,,1522652760000
,,J9Q,51461780,54,1522643340000,54,26216,264R75C402,,1522652940000
,,JIZ,56460581,54,1522654620000,54,23451,230Z752B02,,1522653420000
,,,13560015,60,1522649100000,60,04010,042M17M602,,1522653600000
,,,23576003,60,1522653930000,60,03401,042P51M602,,1522653960000
,,,22720001,88,1522653240000,88,63201,622J171A02,,1522655220000
,,,22721000,88,1522664940000,88,87920,872W281G02,,1522658100000
,,JLN,51464980,54,1522681080000,54,23451,234R241P02,,1522659540000
,,,11830920,23,1522658820000,23,16416,162C15MD02,,1522660380000
,,JK2,56461883,54,1522660380000,54,13006,136N86CE02,,1522662840000
,,JK2,56461883,54,1522660380000,54,13006,136N86CE02,,1522663860000
,,JRL,54761000,54,1522663140000,54,45112,450L60CF02,,1522663860000
,,JRW,51463180,54,1522675680000,54,23451,234R822M02,,1522664160000
,,JRW,51463180,54,1522675680000,54,23451,234R822M02,,1522664220000
,,,22334000,71,1522664940000,71,64224,641J09MG02,,1522665120000
,,,21920000,21,1522665300000,21,52741,522O221H02,,1522665660000
,,,21920000,21,1522669140000,21,51702,512O251J02,,1522665660000
,,JRT,55460181,54,1522679700000,54,66219,664L22CP02,,1522673940000
,,JR4,56661501,00,1522678260000,00,70215,88503A2K02,,1522680180000
,,,13560015,60,1522679160000,60,06109,062H42MO02,,1522681680000
,,,11825820,23,1522683840000,23,25701,222P73MO02,,1522685640000
,,,22788002,88,1522688280000,88,87201,875B881T02,,1522690680000
,,,21801000,23,1522690200000,23,15671,152D47MV02,,1522690860000
,,,13569815,60,1522700640000,60,07011,072G86MZ02,,1522700700000
,,,25486001,25,1522699260000,25,68076,682B97MZ02,,1522701720000
,,,11820820,23,1522699080000,23,17011,172S54MY02,,1522702980000
,,,11803920,23,1522708860000,23,25701,252B66M802,,1522704540000
,,,11803920,23,1522703880000,23,18474,182B59M702,,1522704540000
,,K76,55660305,34,1522710720000,34,72027,726Z502902,,1522706400000
,,,11870820,23,1522709340000,23,17132,175V63M802,,1522706880000
,,,22334000,71,1522707090000,71,65043,641G75MY02,,1522709880000
,,KTZ,95998090,00,1522733100000,00,23430,23623SC503,,1522734360000
,,,13560015,60,1522734300000,60,06350,062H98M503,,1522735080000
,,,21381008,33,1522740780000,33,50336,505C21MB03,,1522736040000
49078W1603,,KVS,50510170,00,1522735740000,00,49200,49482Z1603,,1522737300000
,,,23563015,60,1522736640000,60,07466,072S05M603,,1522738440000
,,,12355820,23,1522739820000,23,30120,302H041A03,,1522739160000
,,,24787000,88,1522740960000,88,87601,872J77MB03,,1522740360000
,,,24784000,88,1522740060000,88,87201,872P33MA03,,1522740420000
,,KYB,52155420,00,1522740000000,00,15665,15667SCA03,,1522745640000
,,,11874020,23,1522749360000,23,17132,172J15MF03,,1522747500000
,,,22721000,88,1522746600000,88,87701,871W14MC03,,1522747620000
,,,11871821,23,1522747140000,23,17132,172M04ME03,,1522748760000
,,,22721000,88,1522753500000,88,87980,871W26MI03,,1522752660000
,,LCL,54606070,00,1522757580000,00,70074,70476ACK03,,1522754940000
,,EGT,59430442,00,1522304460000,00,64224,79669UC029,,1522755300000
,,,12305012,64,1522754460000,64,38001,382W20MI03,,1522756620000
,,,22722000,88,1522755480000,88,87671,872V40MJ03,,1522758960000
,,,22722000,88,1522760880000,88,87671,872V52MM03,,1522761060000
,,,25507005,25,1522475400000,25,73000,731D07M531,,1522761180000
,,LFG,56230736,00,1522757880000,00,56590,56664U1K03,,1522761180000
,,,22722000,88,1522759080000,88,87671,872V48ML03,,1522763100000
,,LFZ,59406441,00,1522769100000,00,85423,85670UCQ03,,1522763160000
,,,11808920,23,1522766460000,23,25701,251W42MP03,,1522768740000
,,LTG,51464580,54,1522773780000,54,09511,096G772T03,,1522775280000
,,LMA,55303021,00,1522772100000,00,21249,21649VCS03,,1522776000000
,,,24745000,88,1522777440000,88,87089,872A65MV03,,1522776060000
,,LDG,55303021,00,1522773720000,00,16502,16480ACT03,,1522776420000
,,,25397003,25,1522775220000,25,73000,731J91MU03,,1522777320000
,,LIV,56661501,00,1522767300000,00,50422,50579A2P03,,1522780440000
,,LQL,56030020,00,1522774800000,00,35507,35190HMU03,,1522781820000
,,,24745000,88,1522782240000,88,87722,872D88MY03,,1522782420000
,,LV7,59120020,00,1522783320000,00,74706,74649WCY03,,1522785060000
,,LMK,55303021,00,1522780260000,00,18001,18428BCX03,,1522785720000
,,LIV,56661501,00,1522767300000,00,50422,50579A2P03,,1522786860000
,,,21700001,61,1522783920000,61,16416,041E24MU03,,1522787340000
,,LP8,54606070,00,1522774800000,00,86531,86436BCU03,,1522788960000
,,LP8,54606070,00,1522774800000,00,86531,86436BCU03,,1522789500000
,,LX6,56661501,00,1522784100000,00,50422,50599A3Y03,,1522790160000
,,LQS,56030020,00,1522795500000,00,72232,72192HM803,,1522798260000
,,,25516005,25,1522796340000,25,73000,732R80M903,,1522798620000
,,LWI,95998790,00,1522789320000,00,04720,04659WC703,,1522798620000
,,LWF,55303021,00,1522794060000,00,18001,18474BC803,,1522807020000
,,M0F,51464581,54,1522789980000,54,89366,896Y88C703,,1522822980000
,,,21726000,88,1522830960000,88,53104,532R35MD04,,1522827180000
,,,12259320,29,1522826490000,29,69202,651Y86M604,,1522827720000
,,MHN,52155420,00,1522836120000,00,15400,15626ZCA04,,1522828200000
,,,24671305,84,1522318500000,84,87212,872R21MG29,,1522830060000
,,MPJ,52406842,00,1522826760000,00,35550,35606A2A04,,1522830600000
,,MW8,55303021,00,1522830300000,00,16502,16093A1C04,,1522831980000
,,,24749000,88,1522826310000,88,87751,871E08M604,,1522833180000
,,N1W,51200130,00,1522836660000,00,16502,16017B1G04,,1522833900000
,,,25466001,25,1522833360000,25,81700,812K12ME04,,1522834500000
,,,25466001,25,1522835760000,25,81211,812K13MF04,,1522834740000
,,,24620104,84,1522420500000,84,87212,871W29MP30,,1522835460000
,,MV8,55303021,00,1522840860000,00,18018,18088A1I04,,1522836000000
,,MVK,55303021,00,1522846140000,00,18018,18090A1L04,,1522836060000
,,,24673405,84,1522478730000,84,87400,872M10M631,,1522836360000
,,N1S,51463180,54,1522842780000,54,23451,264R70CE04,,1522837740000
,,,24673605,84,1522517190000,84,87171,862F52MU31,,1522838040000
,,,25905000,86,1522837620000,86,73767,731Y43MG04,,1522839660000
,,,25905000,86,1522839300000,86,73000,731T47MH04,,1522839720000
,,MV8,55303021,00,1522840860000,00,18018,18088A1I04,,1522839780000
,,,23584003,60,1522841220000,60,04824,042Y11MI04,,1522840320000
,,N4W,51464880,54,1522856940000,54,36322,366L48CR04,,1522840800000
,,,13577015,60,1522412760000,60,08618,081A66MK30,,1522842960000
,,MRZ,50510170,00,1522844580000,00,49202,49066ACK04,,1522843200000
,1522827720000,,24605000,80,1522827720000,80,88201,892W90M604,88483,1522843380000
,,,25471001,25,1522840200000,25,86981,862V90MI04,,1522843680000
,,,12220821,23,1522844100000,23,18474,182F83MK04,,1522845060000
,,,25462001,25,1522846380000,25,83631,832U20ML04,,1522846500000
,,,22721000,88,1522848600000,88,87941,879J581N04,,1522848540000
,,MRZ,50510170,00,1522844580000,00,49202,49066ACK04,,1522849080000
,,MZA,54606570,00,1522837500000,00,83006,83637BCG04,,1522849980000
,,,24655005,80,1522712100000,80,88401,882S801902,,1522851960000
,,,11798001,56,1522853250000,56,14034,122I09MN04,,1522856940000
,1522716210000,,24605004,80,1522716210000,80,89451,882R782902,89743,1522858320000
,,MPP,52495111,00,1522842000000,00,88455,88101ICJ04,,1522859100000
,,,11819020,23,1522862160000,23,17132,172V50MU04,,1522859760000
,,,25460001,25,1522861200000,25,77301,772C85MU04,,1522861680000
,,,25466001,25,1522862100000,25,81240,812K35MU04,,1522862220000
,,,25442000,71,1522862220000,71,78144,782M44MR04,,1522864080000
,,,24788005,88,1522874820000,88,87201,875T74MZ04,,1522866540000
,,MX7,52660490,00,1522849500000,00,10204,10605B1N04,,1522866780000
,,,13560015,60,1522866240000,60,06301,062M40MW04,,1522866960000
,,NDG,57120820,00,1522868400000,00,87235,87734XCY04,,1522875240000
,,MX7,52660490,00,1522849500000,00,10204,10605B1N04,,1522876200000
,,NVR,57121020,00,1522878480000,00,88450,88618FC704,,1522876320000
,,,11792920,23,1522876200000,23,15449,152W80M704,,1522882620000
,,,22216001,30,1522880460000,30,72271,725O72M804,,1522884360000
,,P3N,56461882,54,1522893300000,54,36108,366E37C105,,1522890360000
,,P0Y,52496101,00,1522886220000,00,21212,21005DC904,,1522893180000
,1522910010000,,21723000,88,1522910010000,88,54311,532K06M505,54291,1522910940000
,,PDD,52407520,00,1522908840000,00,09150,09660HC605,,1522914180000
,,,26936004,79,1522913820000,79,51013,511B19MB05,,1522914960000
,,,26936004,79,1522910460000,79,51001,511F67M605,,1522915140000
,,,21936004,79,1522915140000,79,52711,522F22MB05,,1522915800000
,,,21936004,79,1522917120000,79,52711,521F68MD05,,1522917240000
,,04M,53790120,00,1522923420000,00,22029,22658ICG05,,1522917840000
,,,26936004,79,1522918140000,79,51001,511B41MD05,,1522918080000
,,,21936004,79,1522922640000,79,52711,522B74MG05,,1522918080000
86064ECE05,,031,52495100,00,1522918860000,00,86090,86636ICE05,,1522920300000
,,,25516005,25,1522917840000,25,74005,741P97MD05,,1522920420000
,1522831950000,,25466001,25,1522831950000,25,81258,812K09MD04,81260,1522923600000
,,,25466001,25,1522858590000,25,81259,812K31MR04,,1522924020000
,,,22720001,88,1522928640000,88,63201,632O53MJ05,,1522924320000
,,,22722000,88,1522933620000,88,87671,872O54MM05,,1522924380000
,,03A,55460084,54,1522919100000,54,07268,075D73ME05,,1522926600000
,,,25375002,25,1522930140000,25,81109,731B25MH05,,1522930800000
,,04Q,51464582,54,1522920120000,54,61102,616E89CE05,,1522930980000
79077ECG05,,08R,57622770,00,1522934010000,00,76110,79612JCG05,,1522932720000
,,,25370002,25,1522329060000,25,81700,735Z742F29,,1522933500000
,,,13560015,60,1522931820000,60,06121,062E54ML05,,1522935000000
49684KCR05,,082,54606070,00,1522943160000,00,49136,49461GCR05,,1522936080000
,,,25370002,25,1522942200000,25,73000,731C20MR05,,1522942740000
,,,21920000,21,1522946340000,21,51702,512O45MT05,,1522945860000
,,0FL,54606070,00,1522952460000,00,49136,49494GCW05,,1522946520000
,,0S5,56120631,00,1522956000000,00,48304,48632LCY05,,1522949940000
,,,12224110,23,1522953540000,23,31510,312F86MX05,,1522950060000
,,,11818620,23,1522948140000,23,17132,172P62MU05,,1522950060000
,,,11818620,23,1522948140000,23,17132,172P62MU05,,1522950720000
23043FCM05,1522954620000,0L9,54606570,00,1522954620000,00,66402,23427HCM05,66323,1522953720000
,,,22100001,65,1522953270000,65,69215,729G35MU05,,1522953720000
,,,12974820,23,1522953840000,23,30120,305U791X05,,1522958640000
,,0QQ,51426930,00,1522953540000,00,21244,21614LCX05,,1522961940000
,,,22300000,29,1522967640000,29,36151,362K97M805,,1522962480000
,,,12259320,29,1522964040000,29,65630,652Y28M705,,1522964280000
,1522955790000,,24657000,80,1522886400000,80,88522,882N62MX05,88464,1522964280000
,,,12259320,29,1522965240000,29,65630,652Y82M705,,1522964520000
,,,24657005,80,1522960290000,80,88464,882N68MY05,,1522964940000
,,0WK,56030020,00,1522971000000,00,35507,72145IMY05,,1522967760000
,,,22209000,29,1522962780000,29,72410,721Y87M705,,1522968300000
,,127,95998090,00,1522962720000,00,07277,07812K2705,,1522975440000
,,1IV,51463180,54,1522989900000,54,21239,216H741406,,1522983060000
,,1BK,57622670,00,1522977840000,00,22016,22669NC106,,1522985520000
,,1LP,54606570,00,1522987200000,00,23445,23031H2406,,1522987140000
,1522988190000,0TF,51426030,00,1522988190000,00,25012,79644LCY05,25011,1522989720000
,,0WE,51300230,00,1523003760000,00,79780,34475H1905,,1522989780000
,,,22100001,65,1522998300000,65,65043,651R14MA06,,1522992060000
,,,25517005,25,1522996530000,25,74237,741K05M606,,1522994460000
,,,11870820,23,1522999800000,23,09531,092H99MB06,,1522997760000
,,,24788005,88,1522993920000,88,86451,865H07M506,,1522998240000
,,,25506005,25,1523001000000,25,74313,741P15MB06,,1523000340000
,,,12232820,23,1522874760000,23,42142,425H42MZ04,,1523005860000
74600QCF06,,1VF,56609010,00,1523007780000,00,74433,74443JCF06,,1523011080000
,,246,59155220,00,1523027640000,00,73416,73035ICQ06,,1523018220000
,,,24659005,80,1523022960000,80,88403,882E83MN06,,1523019960000
,,1YZ,59122720,00,1523020920000,00,51197,51658Q1M06,,1523021040000
,,,25392003,25,1523018610000,25,67116,731W01MG06,,1523021640000
,,,22218000,30,1523022660000,30,52074,529N32MN06,,1523021820000
,,23J,54606070,00,1523029560000,00,49136,49470JCR06,,1523022600000
,,23J,54606070,00,1523029560000,00,49136,49470JCR06,,1523023080000
,,22Q,54606070,00,1523027700000,00,42159,42466JCQ06,,1523026260000
,,2CP,54606070,00,1523040120000,00,36405,36409KCX06,,1523026500000
,,2FV,59120020,00,1523029080000,00,86036,86779YCR06,,1523026740000
,,,21796000,23,1523029440000,23,12931,122W46MR06,,1523028300000
,,,24658005,80,1522933560000,80,87601,892A36MJ05,,1523028720000
,1522936740000,,24605004,80,1522936740000,80,87609,892W40MK05,88483,1523028780000
,,,24658005,80,1522935360000,80,87601,892A38MK05,,1523029320000
,1522935480000,,24658005,80,1522935480000,80,88403,892A38MK05,88386,1523029500000
,,,23563015,60,1523029140000,60,06301,062C06MR06,,1523030100000
,,,24658005,80,1522953360000,80,87601,892A58MU05,,1523031300000
,,,24657005,80,1522952010000,80,87601,882D92MV05,,1523031660000
,,,13560015,60,1523030820000,60,06121,062E68MS06,,1523031720000
,,,24653005,80,1522951860000,80,87601,882K94MV05,,1523031900000
,,,21737000,23,1523032740000,23,30120,301B29MS06,,1523034480000
,,,12302012,64,1523040180000,64,35001,352U53MX06,,1523042280000
,,,13560015,60,1523046240000,60,04303,042H49MZ06,,1523048700000
,,2EC,51300230,00,1523061120000,00,79780,78629SCR06,,1523049840000
,,,22109001,65,1523047680000,65,36151,361A74MZ06,,1523050080000
,,2IU,59120020,00,1523044200000,00,87802,87784YCY06,,1523050260000
,,,22100001,65,1523051100000,65,65043,651B45M706,,1523050560000
,,2V1,54606070,00,1523052540000,00,07311,07493KC806,,1523053080000
,,2J9,54606070,00,1523056440000,00,49136,49441KC906,,1523054520000
,,,13575825,60,1523054010000,60,03401,062N47M706,,1523055600000
,,,13575825,60,1523054010000,60,03401,062N47M706,,1523055660000
,,,23542003,60,1523053290000,60,01044,012H76M806,,1523058000000
,,,22112002,65,1523056620000,65,32000,325H75M906,,1523066040000
,,,22112002,65,1523061120000,65,42140,425K77M007,,1523066040000
,,,22215003,30,1523070000000,30,52051,529G87M307,,1523068860000
,,,25467001,25,1523083440000,25,81700,812C43M607,,1523090280000
,,,24623404,84,1523093940000,84,82101,821O32MD07,,1523090460000
,,3EZ,59120020,00,1523106540000,00,73250,73621W1M07,,1523091360000
,,3HL,55460181,54,1523097240000,54,49139,494M23CH07,,1523092620000
72065LCN07,,,57610314,00,1523107920000,00,72027,72683WCN07,,1523100960000
,,3LX,55463484,54,1523119440000,54,36110,366Z441T07,,1523101440000
,,2EN,51464682,54,1523041140000,54,70351,706Z491W06,,1523102760000
,,,12224110,23,1523087760000,23,35111,355J62MB07,,1523103660000
,,,12224110,23,1523091000000,23,35111,355J04MD07,,1523103660000
,,3HG,55460182,54,1523107020000,54,33099,334E21CM07,,1523104380000
,,,21936004,79,1523106540000,79,51001,512B35MM07,,1523106720000
,,,21801000,23,1523100360000,23,15625,152D26MG07,,1523107320000
,,,12248822,23,1523106000000,23,33087,321F97ML07,,1523107740000
,,,22304003,64,1523111370000,64,36076,362G50MO07,,1523112780000
,,,25467001,25,1523110860000,25,81700,832U18MM07,,1523112960000
,,,22214000,30,1523112510000,30,72413,872N02MO07,,1523113140000
,,,22722000,88,1523120400000,88,87245,872O89MS07,,1523114460000
,,,22722000,88,1523122620000,88,87671,872O90MV07,,1523114460000
,,,25506005,25,1523117820000,25,74446,742M44MR07,,1523118000000
,,,12302012,64,1523116680000,64,35001,352U42MR07,,1523118300000
,,,25530004,74,1523117520000,74,66409,661H51MS07,,1523118780000
,,,23576003,60,1523124180000,60,04303,042P37MW07,,1523124540000
,,,24783000,88,1523128020000,88,87706,872G84MY07,,1523126880000
,,3PH,55460181,54,1523128860000,54,49420,490E04CY07,,1523129220000
,,,24969000,88,1523131200000,88,87911,871U29MZ07,,1523131560000
,,,24745000,88,1523129220000,88,87601,872C99MY07,,1523132700000
,,,12291820,23,1523129940000,23,36151,365C23MY07,,1523133660000
,,,22180014,27,1523130900000,27,81109,321V65MU07,,1523134260000
,,,25432000,71,1523133000000,71,42140,801W71MQ07,,1523136840000
,,,24747000,88,1523142540000,88,87201,871A34M907,,1523141160000
,,3YX,52407548,00,1523142660000,00,05077,05056MC907,,1523145720000
,,,12355820,23,1523145900000,23,30120,305L15M008,,1523148900000
,,3YL,53693601,00,1523144700000,00,86030,86640Y1907,,1523151960000
,,,24784000,88,1523176620000,88,87706,872P11MD08,,1523172360000
,,,23548003,60,1523176200000,60,06401,061R26MD08,,1523175240000
,,,24784000,88,1523176620000,88,87706,872P11MD08,,1523177520000
,,49I,54761000,54,1523199780000,54,45112,450G662Q08,,1523204640000
,,,25397003,25,1523203980000,25,85734,851A95MS08,,1523205420000
,,,23576003,60,1523207220000,60,04303,042P82MU08,,1523207580000
,,,25392003,25,1523212200000,25,76357,761P81MX08,,1523211840000
,,,22350000,23,1523145600000,23,30120,305U741P08,,1523213040000
,,,21700001,61,1523209800000,61,12931,541S22MQ08,,1523213580000
,,,25397003,25,1523213820000,25,73000,731C95MX08,,1523217300000
,,4DG,51463180,54,1523218320000,54,23451,234R72CZ08,,1523217480000
,,,25370002,25,1523221050000,25,81700,731C27MY08,,1523222400000
,,,22216000,30,1523227020000,30,72410,722D46M808,,1523228040000
,,,22209000,29,1523223000000,29,72410,722Y71M708,,1523228220000
,,,25438000,71,1523229300000,71,77301,792B89M708,,1523232180000
,,,21913000,21,1523225580000,21,52741,522H68M808,,1523237760000
,1523186430000,,25390003,25,1523186430000,25,74314,731G22MG08,74327,1523258760000
,,4F9,51300230,00,1523262960000,00,79780,34422NC009,,1523260860000
,,4F9,51300230,00,1523262960000,00,79780,34422NC009,,1523260860000
,,,22747100,88,1523265060000,88,87601,871B13ME09,,1523261340000
,,,23563015,60,1523266770000,60,06301,062C22MF09,,1523268600000
,,563,23556003,35,1523261460000,35,07257,075S26MC09,,1523268900000
,,,22270000,28,1523142420000,28,48221,485R82M907,,1523271300000
,,,13575825,60,1523270880000,60,06401,062N49MH09,,1523271720000
,,,23575903,60,1523275980000,60,03161,032N44MK09,,1523271780000
,,,13560015,60,1523271180000,60,06301,062M34MH09,,1523272140000
,,,23563015,60,1523272350000,60,07479,072L21MI09,,1523273460000
,,,25470001,25,1523120040000,25,81700,861F24MO07,,1523277420000
,,,25375002,25,1523114760000,25,77301,791L71MO07,,1523277660000
,,,25375002,25,1523117340000,25,81109,731B46MP07,,1523277720000
,,5G4,51426930,00,1523289720000,00,77090,77641FCS09,,1523279040000
,,,12233820,23,1523284440000,23,42140,422A89MP09,,1523280480000
,,5HL,54761000,54,1523292120000,54,46200,460E57CT09,,1523280480000
,,,25482001,25,1523116380000,25,83475,832E37MR07,,1523281080000
,,59R,53790121,00,1523260800000,00,89790,89839K2C09,,1523281680000
,,,25462001,25,1523114520000,25,83435,832F37MO07,,1523283420000
,1523285640000,56P,59430641,00,1523285640000,00,76470,79640ECJ09,76110,1523284020000
,,,25471001,25,1523090460000,25,81700,822E17MA07,,1523284320000
,,,25392003,25,1523216100000,25,67116,761P81MX08,,1523286000000
,,,25488001,25,1523218500000,25,81501,812Z821Z08,,1523286300000
,,,25519007,25,1523229720000,25,74237,742K94M908,,1523286840000
,,5GH,51464580,54,1523292180000,54,09511,096D771T09,,1523290200000
,,,21796000,23,1523295840000,23,12931,122W64MV09,,1523294460000
,,5TS,59120043,00,1523301720000,00,74706,74689G2Y09,,1523296500000
,,,11792920,23,1523298720000,23,15449,152W72MX09,,1523297880000
,,,21796000,23,1523299380000,23,13316,132N50MX09,,1523298660000
